AGS3_GROUP,AGS3_HEADING,AGS4_GROUP,AGS4_HEADING
SAMP,SAMP_BAR,SAMP,SAMP_BAR
SAMP,SAMP_BASE,SAMP,SAMP_BASE
SAMP,SAMP_DATE,SAMP,SAMP_DTIM
SAMP,SAMP_DESC,SAMP,SAMP_DESC
SAMP,SAMP_DIA,SAMP,SAMP_SDIA
SAMP,SAMP_FLOW,SAMP,SAMP_FLOW
SAMP,SAMP_PREP,SAMP,SAMP_PREP
SAMP,SAMP_PRES,SAMP,SAMP_PRES
SAMP,SAMP_REF,SAMP,SAMP_REF
SAMP,SAMP_REM,SAMP,SAMP_REM
SAMP,SAMP_TEMP,SAMP,SAMP_TEMP
SAMP,SAMP_TIME,SAMP,SAMP_DTIM
SAMP,SAMP_TOP,SAMP,SAMP_TOP
SAMP,SAMP_TYPE,SAMP,SAMP_TYPE
SAMP,SAMP_UBLO,SAMP,SAMP_UBLO
SAMP,SAMP_WDEP,SAMP,SAMP_WDEP
SHBG,FILE_FSET,SHBG,FILE_FSET
SHBG,HOLE_ID,SHBG,LOCA_ID
SHBG,SAMP_REF,SHBG,SAMP_REF
SHBG,SAMP_TOP,SHBG,SAMP_TOP
SHBG,SAMP_TYPE,SHBG,SAMP_TYPE
SHBG,SHBG_PCOH,SHBG,SHBG_PCOH
SHBG,SHBG_PHI,SHBG,SHBG_PHI
SHBG,SHBG_RCOH,SHBG,SHBG_RCOH
SHBG,SHBG_REM,SHBG,SHBG_REM
SHBG,SHBG_RPHI,SHBG,SHBG_RPHI
SHBG,SHBG_TYPE,SHBG,SHBG_TYPE
SHBG,SPEC_DPTH,SHBG,SPEC_DPTH
SHBG,SPEC_REF,SHBG,SPEC_REF
SHBT,HOLE_ID,SHBT,LOCA_ID
SHBT,SAMP_REF,SHBT,SAMP_REF
SHBT,SAMP_TOP,SHBT,SAMP_TOP
SHBT,SAMP_TYPE,SHBT,SAMP_TYPE
SHBT,SHBT_BDEN,SHBT,SHBT_BDEN
SHBT,SHBT_DDEN,SHBT,SHBT_DDEN
SHBT,SHBT_DISP,SHBT,SHBT_DISP
SHBT,SHBT_IVR,SHBT,SHBT_IVR
SHBT,SHBT_MCF,SHBT,SHBT_MCF
SHBT,SHBT_MCI,SHBT,SHBT_MCI
SHBT,SHBT_NORM,SHBT,SHBT_NORM
SHBT,SHBT_PDEN,SHBT,SHBT_PDEN
SHBT,SHBT_PDIS,SHBT,SHBT_PDIS
SHBT,SHBT_PEAK,SHBT,SHBT_PEAK
SHBT,SHBT_RDIS,SHBT,SHBT_RDIS
SHBT,SHBT_REM,SHBT,SHBT_REM
SHBT,SHBT_RES,SHBT,SHBT_RES
SHBT,SHBT_TESN,SHBT,SHBT_TESN
SHBT,SPEC_DPTH,SHBT,SPEC_DPTH
SHBT,SPEC_REF,SHBT,SPEC_REF
STCN,FILE_FSET,CPTG,FILE_FSET
STCN,FILE_FSET,CPTT,FILE_FSET
STCN,HOLE_ID,CPTG,LOCA_ID
STCN,HOLE_ID,CPTT,LOCA_ID
STCN,STCN_CON,CPTT,CPTT_CON
STCN,STCN_DPTH,CPTT,CPTT_DPTH
STCN,STCN_FFD,CPTT,CPTT_FFD1
STCN,STCN_FID,CPTT,CPTT_FID
STCN,STCN_FRES,CPTT,CPTT_FS
STCN,STCN_PH,CPTT,CPTT_PH
STCN,STCN_PID,CPTT,CPTT_PID
STCN,STCN_PMT,CPTT,CPTT_FFD2
STCN,STCN_PWP1,CPTT,CPTT_U1
STCN,STCN_PWP2,CPTT,CPTT_U2
STCN,STCN_PWP3,CPTT,CPTT_U3
STCN,STCN_REDX,CPTT,CPTT_REDX
STCN,STCN_REF,CPTG,CPTG_REF
STCN,STCN_RES,CPTT,CPTT_QC
STCN,STCN_SLP1,CPTT,CPTT_INCX
STCN,STCN_SLP2,CPTT,CPTT_INCY
STCN,STCN_TEMP,CPTT,CPTT_TEMP
STCN,STCN_TYP,CPTG,CPTG_TYPE
TREM,FILE_FSET,TREM,FILE_FSET
TREM,HOLE_ID,TREM,LOCA_ID
TREM,TREM_DATE,TREM,TREM_DTIM
TREM,TREM_REM,TREM,TREM_REM
TREM,TREM_TIME,TREM,TREM_DTIM
TRIG,FILE_FSET,TRIG,FILE_FSET
TRIG,HOLE_ID,TRIG,LOCA_ID
TRIG,SAMP_REF,TRIG,SAMP_REF
TRIG,SAMP_TOP,TRIG,SAMP_TOP
TRIG,SAMP_TYPE,TRIG,SAMP_TYPE
TRIG,SPEC_DPTH,TRIG,SPEC_DPTH
TRIG,SPEC_REF,TRIG,SPEC_REF
TRIG,TRIG_COND,TRIG,TRIG_COND
TRIG,TRIG_CU,TRIT,TRIT_CU
TRIG,TRIG_REM,TRIG,TRIG_REM
TRIG,TRIG_TYPE,TRIG,TRIG_TYPE
TRIX,FILE_FSET,TRIG,FILE_FSET
TRIX,FILE_FSET,TRIT,FILE_FSET
TRIX,HOLE_ID,TRIG,LOCA_ID
TRIX,HOLE_ID,TRIT,LOCA_ID
TRIX,SAMP_REF,TRIG,SAMP_REF
TRIX,SAMP_REF,TRIT,SAMP_REF
TRIX,SAMP_TOP,TRIG,SAMP_TOP
TRIX,SAMP_TOP,TRIT,SAMP_TOP
TRIX,SAMP_TYPE,TRIG,SAMP_TYPE
TRIX,SAMP_TYPE,TRIT,SAMP_TYPE
TRIX,SPEC_DPTH,TRIG,SPEC_DPTH
TRIX,SPEC_DPTH,TRIT,SPEC_DPTH
TRIX,SPEC_REF,TRIG,SPEC_REF
TRIX,SPEC_REF,TRIT,SPEC_REF
TRIX,TRIX_BDEN,TRIT,TRIT_BDEN
TRIX,TRIX_CELL,TRIT,TRIT_CELL
TRIX,TRIX_CU,TRIT,TRIT_CU
TRIX,TRIX_DDEN,TRIT,TRIT_DDEN
TRIX,TRIX_DEVF,TRIT,TRIT_DEVF
TRIX,TRIX_MC,TRIT,TRIT_IMC
TRIX,TRIX_MODE,TRIT,TRIT_MODE
TRIX,TRIX_SDIA,TRIT,TRIT_SDIA
TRIX,TRIX_SLEN,TRIT,TRIT_SLEN
TRIX,TRIX_STRN,TRIT,TRIT_STRN
TRIX,TRIX_TESN,TRIT,TRIT_TESN
UNIT,UNIT_DESC,UNIT,UNIT_DESC
UNIT,UNIT_UNIT,UNIT,UNIT_UNIT
WETH,HOLE_ID,WETH,LOCA_ID
WETH,WETH_BASE,WETH,WETH_BASE
WETH,WETH_GRAD,WETH,WETH_WETH
WETH,WETH_REM,WETH,WETH_REM
WETH,WETH_TOP,WETH,WETH_TOP
WSTK,HOLE_ID,WSTG,LOCA_ID
WSTK,WSTK_CAS,WSTG,WSTG_CAS
WSTK,WSTK_DATE,WSTG,WSTG_DTIM
WSTK,WSTK_DEP,WSTG,WSTG_DPTH
WSTK,WSTK_FLOW,WSTG,WSTG_REM
WSTK,WSTK_NMIN,WSTD,WSTD_NMIN
WSTK,WSTK_POST,WSTD,WSTD_POST
WSTK,WSTK_SEAL,WSTG,WSTG_SEAL
WSTK,WSTK_TIME,WSTG,WSTG_DTIM
